Severity,File,Line,Pattern,Content
LOW,"src\omega-ui-core\governance\ElementCatalog.ts",1041,"validate","export const validateStyleAgainstCatalog = ("
LOW,"src\omega-ui-core\governance\ElementCatalog.ts",1052,"validate","const error = validateValueAgainstRule(value; rule);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",110,"validate","const result = BlueprintValidator.validateQuietly(nodes; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",154,"validate","const result = BlueprintValidator.validateQuietly(root; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",200,"validate","const result = BlueprintValidator.validateQuietly(root; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",230,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",243,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",258,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",275,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",292,"validate","const result = BlueprintValidator.validateQuietly(validNode; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",306,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",319,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",333,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",342,"validate","const result = BlueprintValidator.validateQuietly(node; createManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",359,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",368,"validate","const result = BlueprintValidator.validateQuietly(node; createManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",389,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",401,"validate","const result = BlueprintValidator.validateQuietly(node; createManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",413,"validate","const result = BlueprintValidator.validateQuietly(node; createManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",429,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",441,"validate","const result = BlueprintValidator.validateQuietly(node; createManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",454,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",485,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",507,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",530,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",551,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",658,"validate","const result = BlueprintValidator.validateQuietly(nodes; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",687,"validate","const result = BlueprintValidator.validateQuietly(root; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",720,"validate","const result = BlueprintValidator.validateQuietly(root; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",742,"validate","BlueprintValidator.validate(nodes; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",754,"validate","BlueprintValidator.validate(nodes; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",768,"validate","BlueprintValidator.validate(nodes; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.integration.test.ts",340,"reject","it('should reject rotary behavior for slider'; () => {"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",37,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",51,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",68,"validate","const result = BlueprintValidator.validateQuietly(root; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",91,"validate","const result = BlueprintValidator.validateQuietly(root; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",103,"validate","const result = BlueprintValidator.validateQuietly(nodes; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",117,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",133,"validate","const result = BlueprintValidator.validateQuietly(container; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",155,"validate","const result = BlueprintValidator.validateQuietly(root; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",168,"validate","const result = BlueprintValidator.validateQuietly(nodes; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",191,"validate","const result = BlueprintValidator.validateQuietly(root; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",208,"validate","const result = BlueprintValidator.validateQuietly(cycleNode; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",223,"validate","const result = BlueprintValidator.validateQuietly(nodeA; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",240,"validate","BlueprintValidator.validateQuietly(cycleNode; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",253,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",266,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",279,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",296,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",311,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",326,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",344,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",361,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",374,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",390,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",410,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",423,"validate","const result = BlueprintValidator.validateQuietly(container; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",438,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",454,"validate","const result = BlueprintValidator.validateQuietly(container; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",479,"validate","const result = BlueprintValidator.validateQuietly(root; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",498,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",512,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",524,"validate","const result = BlueprintValidator.validateQuietly(nodes; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",547,"validate","const result = BlueprintValidator.validateQuietly(root; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",570,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",584,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",598,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",612,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",626,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",640,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",656,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",671,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",686,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",701,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",716,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",733,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",748,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",763,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",780,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",797,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",811,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",825,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",839,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",853,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",868,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",883,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",898,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",915,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",930,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",945,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",965,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",981,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",996,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1013,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1029,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1044,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1058,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1072,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1086,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1101,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1115,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1132,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1148,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1163,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1177,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1191,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1207,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1225,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1333,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'container');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1342,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'container');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1357,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'container');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1369,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'rack');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1381,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'face');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1393,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'cell');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1407,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'container');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1421,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'cell');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1435,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'container');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1447,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'rack');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1459,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'cell');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1473,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'group');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1487,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'cell');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1502,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'container');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1516,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'cell');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1529,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'face');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1543,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; 'cell');"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1562,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; null);"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1574,"validate","const result = BlueprintValidator.validateBlueprintCompatibility(blueprint; null);"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1655,"validate","BlueprintValidator.validate(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1671,"validate","const result = BlueprintValidator.validateQuietly(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.test.ts",1681,"validate","BlueprintValidator.validate(node; createMinimalManifest());"
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",11,"ElementCatalog","} from '../governance/ElementCatalog';"
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",21,"ElementCatalog","* 4. Catalog integration validates style values against ElementCatalog validationRules."
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",125,"ElementCatalog","* Validates node style properties against ElementCatalog validationRules."
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",33,"throw new Error","throw new Error(`[BLUEPRINT VALIDATION FAILED]\n${result.errors.join('\n')}`);"
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",7,"validate","validateValueAgainstRule;"
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",30,"validate","public static validate(nodes: OmegaNode | OmegaNode[]; manifest: Partial<OMEGA_Manifest>): void {"
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",31,"validate","const result = this.validateQuietly(nodes; manifest);"
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",42,"validate","public static validateQuietly(nodes: OmegaNode | OmegaNode[]; manifest: Partial<OMEGA_Manifest>): {"
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",107,"validate","this.validateStyleAgainstCatalog(node; errors; warnings);"
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",128,"validate","private static validateStyleAgainstCatalog("
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",151,"validate","const error = validateValueAgainstRule(value; rule);"
LOW,"src\omega-ui-core\uca\blueprintValidator.ts",217,"validate","public static validateBlueprintCompatibility("
LOW,"src\omega-ui-core\uca\circularity.test.ts",13,"validate","const issues = CircularityAuditor.validate(dagManifest);"
LOW,"src\omega-ui-core\uca\circularity.test.ts",25,"validate","const issues = CircularityAuditor.validate(cycleManifest);"
LOW,"src\omega-ui-core\uca\circularity.test.ts",38,"validate","const issues = CircularityAuditor.validate(complexCycleManifest);"
LOW,"src\omega-ui-core\uca\circularity.test.ts",50,"validate","const issues = CircularityAuditor.validate(pathCycleManifest);"
LOW,"src\omega-ui-core\uca\circularity.test.ts",62,"validate","const issues = CircularityAuditor.validate(multiLevelManifest);"
LOW,"src\omega-ui-core\uca\ucaInjection.ts",66,"validate","const compatibilityIssues = validateBlueprintCompatibility(blueprint; request.strategy.targetParentNodeId; activeManifest);"
LOW,"src\omega-ui-core\uca\ucaInjection.ts",215,"validate","function validateBlueprintCompatibility("
LOW,"src\omega-ui-core\uca\ucaTemplateTest.ts",115,"validate","function validateDSPCompatibility(template: ModuleTemplate; instance: OmegaNode): boolean {"
LOW,"src\omega-ui-core\uca\ucaTemplateTest.ts",133,"validate","validateDSPCompatibility(mockTemplate; instance); // Should pass"
LOW,"src\omega-ui-core\uca\ucaTemplateTest.ts",134,"validate","validateDSPCompatibility(mockTemplate; { id: 'bad'; kind: 'container'; role: 'structure'; layout: { pos: { x: 0; y: 0 } } } as OmegaNode); // Should fail"
LOW,"src\omega-ui-core\uca\utils\circularityAuditor.ts",16,"validate","static validate(manifest: OMEGA_Manifest): ValidationIssue[] {"
LOW,"src\omega-ui-core\uca\utils\ucaPathResolver.ts",47,"throw new Error","throw new Error(`[HPA] Node ${nodeId} not found in the provided tree context.`);"
LOW,"src\omega-ui-core\uca\utils\ucaPathResolver.ts",93,"validate","static validatePathStability(path: string): boolean {"
LOW,"src\services\auditService.ts",11,"validate","const issues = ValidationService.validate(manifest; contract);"
LOW,"src\services\historyRestore.ts",30,"validate","BlueprintValidator.validate(entry.manifest.ui.tree; entry.manifest);"
LOW,"src\services\rpc\omegaRPCBridge.ts",111,"validate","BlueprintValidator.validate(canonicalGraph; manifest);"
LOW,"src\services\rpc\omegaRPCBridge.ts",216,"reject","return new Promise((resolve; reject) => {"
LOW,"src\services\rpc\omegaRPCBridge.ts",225,"reject","this.pendingAcks.set(id; { resolve; reject; timeout });"
LOW,"src\services\rpc\omegaRPCBridge.ts",248,"reject","if (response.error) ack.reject(response.error);"
LOW,"src\services\validation\industrialRules.ts",7,"validate","static validate(manifest: OMEGA_Manifest; contract: (OmegaContract | OMEGA_Contract) | null): ValidationIssue[] {"
LOW,"src\services\validation\industrialRules.ts",72,"validate","const validateEntity = (entity: ManifestEntity | OmegaNode; path: string) => {"
LOW,"src\services\validation\industrialRules.ts",193,"validate","allTreeNodes.forEach((n) => validateEntity(n; `/ui/tree/node/${n.id}`));"
LOW,"src\services\validation\industrialRules.ts",195,"validate","(manifest.ui?.controls || []).forEach((e; idx) => validateEntity(e; `/ui/controls/${idx}`));"
